0:OMP/1:PTHREAD,MIN_VAL,MAX_VAL,AVERAGE_VAL,MIN_TIME,MAX_TIME,AVERAGE_TIME
0,2.0000000417342982,2.0000000417342982,2.0000000417342987,5.2379,6.24878,5.362361
1,2.0000000417342982,2.0000000417342982,2.0000000417342987,5.21542,5.31116,5.236873000000001
